Timestamp,Source IP,Destination IP,Protocol,Source Port,Destination Port,Active Mean,Active Std,Active Min,Active Max,Idle Mean,Idle Std,Idle Min,Idle Max,Flow Duration,Flow Packets/s,Flow Bytes/s,Flow IAT Mean,Flow IAT Std,Flow IAT Min,Flow IAT Max,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Min,Fwd IAT Max,Fwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Min,Bwd IAT Max,Bwd IAT Total,Fwd Packets/s,Bwd Packets/s,Label
2026-07-31 10:51:21,172.16.31.147,142.251.151.119,6,14178,443,0.0,0.0,0.0,0.0,45.06364893913269,0.0,45.06364893913269,45.06364893913269,45.06364893913269,0.04438167008404918,2.440991854622705,45.06364893913269,0.0,45.06364893913269,45.06364893913269,45.06364893913269,0.0,45.06364893913269,45.06364893913269,45.06364893913269,0.0,0.0,0.0,0.0,0.0,0.02219083504202459,0.02219083504202459,BENIGN
2026-07-31 10:51:21,142.251.151.119,172.16.31.147,6,443,14178,0.0,0.0,0.0,0.0,45.125038862228394,0.0,45.125038862228394,45.125038862228394,45.125038862228394,0.04432129146982489,2.9252052370084427,45.125038862228394,0.0,45.125038862228394,45.125038862228394,45.125038862228394,0.0,45.125038862228394,45.125038862228394,45.125038862228394,0.0,0.0,0.0,0.0,0.0,0.022160645734912447,0.022160645734912447,BENIGN
2026-07-31 10:51:21,172.16.31.147,172.217.115.4,6,48576,443,0.022716999053955078,0.0,0.022716999053955078,0.022716999053955078,29.855279445648193,15.207739353179932,14.647540092468262,45.063018798828125,59.73327589035034,0.0669643501110272,3.649557081050982,19.911091963450115,18.760524695533306,0.022716999053955078,45.063018798828125,22.54286789894104,22.520150899887085,0.022716999053955078,45.063018798828125,45.08573579788208,14.647540092468262,0.0,14.647540092468262,14.647540092468262,14.647540092468262,0.0334821750555136,0.0334821750555136,BENIGN
2026-07-31 10:51:21,172.217.115.4,172.16.31.147,6,443,48576,0.022921085357666016,0.0,0.022921085357666016,0.022921085357666016,29.82655894756317,15.214367032051086,14.612191915512085,45.04092597961426,59.67603898048401,0.067028577438059,5.345529050685205,19.89201299349467,18.75388980321077,0.022921085357666016,45.04092597961426,22.531923532485962,22.509002447128296,0.022921085357666016,45.04092597961426,45.063847064971924,14.612191915512085,0.0,14.612191915512085,14.612191915512085,14.612191915512085,0.0335142887190295,0.0335142887190295,BENIGN
2026-07-31 10:51:23,172.16.31.147,40.126.17.132,6,28624,443,0.04405127252851214,0.10781663511140226,0.0,0.30814695358276367,0.0,0.0,0.0,0.0,0.30835890769958496,25.943794066730533,25084.405888270085,0.04405127252851214,0.10781663511140226,0.0,0.30814695358276367,0.07708972692489624,0.13340098007273526,0.0,0.30814695358276367,0.30835890769958496,0.0,0.0,0.0,0.0,0.0,12.971897033365266,12.971897033365266,BENIGN
2026-07-31 10:51:23,40.126.17.132,172.16.31.147,6,443,28624,0.011429177390204536,0.04672494840386794,9.5367431640625e-07,0.20407509803771973,0.0,0.0,0.0,0.0,0.20572519302368164,92.35621423290075,107682.48494218159,0.011429177390204536,0.04672494840386794,9.5367431640625e-07,0.20407509803771973,0.02267803086174859,0.06413354819581227,9.5367431640625e-07,0.20407509803771973,0.2041022777557373,0.00018032391866048178,0.0005061557617274712,9.5367431640625e-07,0.001611948013305664,0.001622915267944336,46.17810711645038,46.17810711645038,BENIGN
2026-07-31 10:51:24,172.16.31.147,202.65.141.82,17,57684,53,0.9223120212554932,0.0,0.9223120212554932,0.9223120212554932,0.0,0.0,0.0,0.0,0.9223120212554932,2.1684635501958534,196.24595129272473,0.9223120212554932,0.0,0.9223120212554932,0.9223120212554932,0.9223120212554932,0.0,0.9223120212554932,0.9223120212554932,0.9223120212554932,0.0,0.0,0.0,0.0,0.0,1.0842317750979267,1.0842317750979267,BENIGN
2026-07-31 10:51:24,202.65.141.82,172.16.31.147,17,53,57684,0.92588210105896,0.0,0.92588210105896,0.92588210105896,0.0,0.0,0.0,0.0,0.92588210105896,2.1601022394887406,355.33681839589786,0.92588210105896,0.0,0.92588210105896,0.92588210105896,0.92588210105896,0.0,0.92588210105896,0.92588210105896,0.92588210105896,0.0,0.0,0.0,0.0,0.0,1.0800511197443703,1.0800511197443703,BENIGN
2026-07-31 10:51:24,172.16.31.147,20.135.6.11,6,11977,443,0.11893071447099958,0.13252594159193826,0.0,0.29146790504455566,0.0,0.0,0.0,0.0,0.8325150012969971,9.609436451639416,3659.9941085181626,0.11893071447099958,0.13252594159193826,0.0,0.29146790504455566,0.20354878902435303,0.11829683706114401,0.0002231597900390625,0.29146790504455566,0.8141951560974121,0.00610661506652832,0.0067479217879236175,0.0,0.015510797500610352,0.01831984519958496,4.804718225819708,4.804718225819708,BENIGN
2026-07-31 10:51:24,172.16.31.147,142.250.134.138,6,56286,443,0.022236148516337078,0.04484020908602374,5.602836608886719e-05,0.12218904495239258,45.03108811378479,0.0,45.03108811378479,45.03108811378479,45.16450500488281,0.17713024861304483,15.76459212656099,6.4520721435546875,15.749872029574986,5.602836608886719e-05,45.03108811378479,11.288594245910645,19.48130121209504,0.00011301040649414062,45.03108811378479,45.15437698364258,0.003376007080078125,0.00466198664070405,5.602836608886719e-05,0.009968996047973633,0.010128021240234375,0.08856512430652241,0.08856512430652241,BENIGN
2026-07-31 10:51:24,142.250.134.138,172.16.31.147,6,443,56286,0.009628623723983765,0.019074904216255135,9.5367431640625e-07,0.05704188346862793,45.082700967788696,0.0,45.082700967788696,45.082700967788696,45.159729957580566,0.22143622225804271,20.150696225481887,5.0177477730645075,14.165111462177206,9.5367431640625e-07,45.082700967788696,9.016543579101562,18.033078694343825,9.5367431640625e-07,45.082700967788696,45.08271789550781,0.019253015518188477,0.0232904721999188,9.5367431640625e-07,0.05704188346862793,0.0770120620727539,0.11071811112902136,0.11071811112902136,BENIGN
2026-07-31 10:51:24,172.16.31.147,192.178.211.84,6,18399,443,0.013290842374165853,0.023814348492544213,6.914138793945312e-05,0.06549692153930664,45.07466101646423,0.0,45.07466101646423,45.07466101646423,45.15440607070923,0.1771698643864888,21.725454620393187,6.450629438672747,15.768210276564911,6.914138793945312e-05,45.07466101646423,11.285209953784943,19.50836680168766,0.00017905235290527344,45.07466101646423,45.14083981513977,0.004522085189819336,0.00608656235242152,6.914138793945312e-05,0.013128042221069336,0.013566255569458008,0.0885849321932444,0.0885849321932444,BENIGN
2026-07-31 10:51:24,192.178.211.84,172.16.31.147,6,443,18399,0.018296446119035994,0.028531142686537846,1.9073486328125e-06,0.06597018241882324,45.03361392021179,0.0,45.03361392021179,45.03361392021179,45.161689043045044,0.19928395484548447,15.455577831349796,5.6452111303806305,14.887440825089833,1.9073486328125e-06,45.03361392021179,0.016495227813720703,0.028564378398703176,1.9073486328125e-06,0.06597018241882324,0.06598091125488281,11.27392703294754,19.49117973068255,0.0006361007690429688,45.03361392021179,45.09570813179016,0.09964197742274224,0.09964197742274224,BENIGN
